img,name,no-hover href,funding-status,university,level,subjects,open-to,country,closing-date
https://www.scholarshipsads.com/files/Featured%20Images/UK/lse_masters_awards.png,"London School of Economics LSE Master's Awards 2024, UK.",https://www.scholarshipsads.com/london-school-of-economics-lse-masters-awards-2024-uk/,Partially funded,London School of Economics,Masters,"Economics, Political Science",International Students,UK,4/25/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/ucl_centenary_scholarships_2024.png,University College London IOE Centenary Scholarships 2024 in UK,https://www.scholarshipsads.com/university-college-london-ioe-centenary-scholarships-2024-in-uk/,"Full tuition fee, Stipened",University College London,Masters,International Students,UK,,5/3/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/uni_of_sussex_chancellor_scholarships_2024.png,University of Sussex Chancellor's Excellence Scholarships 2024 in UK,https://www.scholarshipsads.com/university-of-sussex-chancellors-excellence-scholarships-2024-in-uk/,Tuition Fee Reduction,University of Sussex,Masters,International Students,UK,,5/1/2024
https://www.scholarshipsads.com/files/Featured%20Images/thailand/kmutt_scholarships_2024.png,King Mongkut University of Technology Thonburi (KMUTT) Scholarships 2024 in Thailand,https://www.scholarshipsads.com/king-mongkut-university-of-technology-thonburi-kmutt-scholarships-2024-in-thailand/,"Partially funded, Fully Funded",King Mongkut University of Technology Thonburi (KMUTT),"Bachelor, Masters, PhD",International Students,Thailand,,
https://www.scholarshipsads.com/files/Featured%20Images/Canada/one_young_world_american_scholarship_2024.png,One Young World Summit in Canada Leading the Americas Scholarship 2024 (Fully Funded),https://www.scholarshipsads.com/one-young-world-leading-the-americas-scholarship-2024-/,Fully Funded,Canada Universities,Conference,All Subjects,International Students,Canada,4/9/2024
https://www.scholarshipsads.com/files/Featured%20Images/italy/university_carlo_catteneo_scholarships.png,University Carlo Cattaneo PhD Scholarships in Italy 2024-2025,https://www.scholarshipsads.com/5-phd-scholarships-in-management-finance-accounting-at-university-carlo-cattaneo-in-italy-2024-2025/,Partially funded,University Carlo Cattaneo,PhD,"Management, Finance, Accounting","Domestic Students, International Students",Italy,5/22/2024
https://www.scholarshipsads.com/files/Featured%20Images/croatia/croatian_government_scholarships_2024.png,Croatian Government Scholarships 2024,https://www.scholarshipsads.com/croatian-government-scholarships-2024/,Partially funded,Croatia Universities,Research,International Students,Croatia,,4/5/2024
https://www.scholarshipsads.com/files/Featured%20Images/Canada/brock_uni_2024.png,Brock University Scholarships Fall 2024 in Canada,https://www.scholarshipsads.com/brock-university-scholarships-fall-2024-in-canada/,Partially funded,Brock University,Undergraduate,International Students,Canada,,5/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/italy/uni_of_calabria_italy_scholarshiips_2024.png,University of Calabria Scholarships 2024/2025 in Italy (Fully Funded),https://www.scholarshipsads.com/university-of-calabria-scholarships-20242025-in-italy-fully-funded/,Fully Funded,University of Calabria,Masters,"Artificial Intelligence, Computer Science, Robotics, Telecommunication, Health, Biotechnology",International Students,Italy,4/10/2024
https://www.scholarshipsads.com/files/Featured%20Images/malaysia/asean_maybank_scholarship_2024.png,ASEAN-Maybank Scholarship Program 2024 (Fully Funded),https://www.scholarshipsads.com/asean-maybank-scholarship-program-2024-fully-funded/,Fully Funded,,Undergraduate,All Subjects,International Students,"Brunei Darussalam, Cambodia, Indonesia, Malaysia, Myanmar, Philippines",
https://www.scholarshipsads.com/files/Featured%20Images/UK/uni_of_strathclyde_glasgow_scholarships_2024.png,University of Strathclyde Glasgow International Masters Scholarships 2024 in UK,https://www.scholarshipsads.com/university-of-strathclyde-glasgow-international-masters-scholarships-2024-in-uk/,Partially funded,University of Strathclyde,Masters,Physics,International Students,UK,7/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/think_big_scholarship_2024-25_university_of_bristol.jpg,"University of Bristol Think Big Scholarship 2024-25, UK.",https://www.scholarshipsads.com/university-of-bristol-think-big-scholarship-uk/,Tuition fee,University of Bristol,"Undergraduate, Masters",All Subjects,International Students,UK,4/27/2024
https://www.scholarshipsads.com/files/Featured%20Images/south_korea/kaist_college_of_business_school_scholarships_22025_in_south_korea.png,KAIST College of Business School Scholarships 2024/2025 in South Korea (Fully Funded),https://www.scholarshipsads.com/kaist-college-of-business-school-scholarships-20242025-in-south-korea-/,"Partially funded, Fully Funded",KAIST,Masters,Business Administration,International Students,South Korea,
https://www.scholarshipsads.com/files/Featured%20Images/USA/duke_unc_rotary_fellowships_2024.png,Duke-UNC Rotary Peace Fellowships 2025 USA (Fully Funded),https://www.scholarshipsads.com/duke-unc-rotary-peace-fellowships-2025-usa-fully-funded/,Fully Funded,"Duke University, University of North Carolina at Chapel Hill",Fellowship,International Students,USA,,5/15/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/the_professional_fellow_program_usa_2024.png,The Professional Fellow Program (PFP) Spring 2024 USA,https://www.scholarshipsads.com/the-professional-fellow-program-pfp-spring-2024-usa/,Partially funded,USA Universities,Fellowship,"Leadership, Professional Studies",International Students,USA,
https://www.scholarshipsads.com/files/Featured%20Images/japan/mext_japanese_govet_undergrad_scholarship.png,MEXT Japanese Government Undergraduate Scholarships 2024 (Fully Funded),https://www.scholarshipsads.com/mext-japanese-government-undergraduate-scholarships-2024-fully-funded/,Fully Funded,Japan Universities,Bachelor,All Subjects,International Students,Japan,
https://www.scholarshipsads.com/files/Featured%20Images/France/uni_of_paris_saclay_scholarships_2024.png,University of Paris-Saclay: IDEX International Master's Scholarships 2024/2025 (Fully Funded),https://www.scholarshipsads.com/university-of-paris-saclay-idex-international-masters-scholarships-20242025-fully-funded/,Fully Funded,University of Paris-Saclay,Masters,All Subjects,International Students,France,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/fulbright_usa_foreign_student_program_2024.png,Fulbright Foreign Student Scholarship Program 2025/2026 USA (Fully Funded),https://www.scholarshipsads.com/fulbright-foreign-student-scholarship-program-20252026-usa-fully-funded/,Fully Funded,USA Universities,"Masters, PhD",All Subjects,International Students,USA,5/4/2024
https://www.scholarshipsads.com/files/Featured%20Images/thailand/chulalongkorn_bba_scholarship_2024.png,Chulalongkorn Business School BBA Scholarships 2024 in Thailand (Fully Funded),https://www.scholarshipsads.com/chulalongkorn-business-school-bba-scholarships-2024-in-thailand-fully-funded/,Fully Funded,Chulalongkorn University,Bachelor,Business Administration,International Students,Thailand,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/university_of_adelaide_scholarships_2024.png,University of Adelaide Global Excellence International Scholarship 2024 Australia,https://www.scholarshipsads.com/university-of-adelaide-global-excellence-international-scholarship-2024-australia-/,Tuition fee,University of Adelaide,"Undergraduate, Postgraduate",International Students,Australia,,5/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/Indonesia/young_professional_fellowships_2024.png,Young Professional Fellowships 2024 in Bali Indonesia (Fully Funded),https://www.scholarshipsads.com/young-professional-fellowships-2024-in-bali-indonesia-fully-funded/,"Fully Funded, Partially funded, Self-funded",Indonesia Universities,Fellowship,All Subjects,International Students,Indonesia,4/25/2024
https://www.scholarshipsads.com/files/Featured%20Images/italy/university_of_bologna_scholarships_2024.png,University of Bologna Scholarships Italy 2024.,https://www.scholarshipsads.com/italy-university-of-bologna-scholarships-2024/,Tuition fee,University of Bologna,"Undergraduate, Masters",All Subjects,International Students,Italy,7/14/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/glenmore_scholarship_edinburgh_2024.png,The University of Edinburgh Glenmore Postgraduate Scholarship 2024 in UK,https://www.scholarshipsads.com/the-university-of-edinburgh-glenmore-postgraduate-scholarship-2024-in-uk/,Full tuition fee,University of Edinburgh,Postgraduate,human medicine,International Students,UK,5/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/north_american_uni_scholarships_2924.png,North American University (NAU) Scholarships USA 2024/2025,https://www.scholarshipsads.com/north-american-university-nau-scholarships-usa-20242025-/,Partially funded,North American University (NAU),"Undergraduate, Graduate",All Subjects,International Students,USA,12/16/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/uni_of_memphis_2024.png,University of Memphis Graduate International Merit Scholarship Fall 2024 USA.,https://www.scholarshipsads.com/university-of-memphis-graduate-international-merit-scholarship-usa/,Partially funded,University of Memphis,Graduate,All Subjects,International Students,USA,7/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/Egypt/palestinian_scholarships_2024.png,American University in Cairo (AUC) The Palestinian Scholarships Fall 2024 in Egypt,https://www.scholarshipsads.com/american-university-in-cairo-auc-the-palestinian-scholarships-fall-2024-in-egypt/,Full tuition fee,The American University in Cairo,"Bachelor, Masters, PhD",All Subjects,International Students,Egypt,6/1/2024
https://www.scholarshipsads.com/files/Featured%20Images/Germany/university_of_bonn_sdg_fellowships.png,University of Bonn SDG Fellowships 2024 in Germany (Fully Funded),https://www.scholarshipsads.com/university-of-bonn-sdg-fellowships-2024-in-germany-fully-funded/,Fully Funded,University of Bonn,PhD,All Subjects,International Students,Germany,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/south_korea/kaist_uni_graduate_scholarships_2024.png,KAIST University Graduate Scholarships Fall 2024 in South Korea (Fully Funded),https://www.scholarshipsads.com/kaist-university-graduate-scholarships-fall-2024-in-south-korea-fully-funded/,Fully Funded,KAIST,"Masters, PhD","Natural Sciences, Bioengineering, Science, Engineering, Liberal Arts, Business",International Students,South Korea,3/25/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/asean_uk_sage_women_in_stem_2024_scholarship_warwick.png,University of Warwick ASEAN - UK SAGE Scholarship 2024 (Fully Funded),https://www.scholarshipsads.com/university-of-warwick-asean-uk-sage-scholarship-2024-fully-funded/,Fully Funded,University of Warwick,Masters,STEM Field,International Students,UK,4/12/2024
https://www.scholarshipsads.com/files/Featured%20Images/uae/muhammad_bin_zayed_2024_scholarships.png,"Muhammad Bin Zayed University Scholarships 2024, UAE. (Fully Funded)",https://www.scholarshipsads.com/fully-funded-muhammad-bin-zayed-university-scholarships-2024-uae/,Fully Funded,Muhammad bin Zayed University,"Masters, PhD","Engineering, Artificial Intelligence",Domestic Students,UAE,3/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/Germany/kaad_scholarship_2024.png,KAAD Scholarships 2024-2025 in Germany (Fully Funded),https://www.scholarshipsads.com/kaad-scholarships-2024-2025-in-germany-fully-funded/,Fully Funded,Germany Universities,"Masters, PhD",All Subjects,International Students,Germany,6/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/taiwan/taiwan_tech_asus_scholarship_2024.png,Taiwan Tech ASUS Scholarship 2024 (Fully Funded),https://www.scholarshipsads.com/taiwan-tech-asus-scholarship-2024-fully-funded/,Fully Funded,National Taiwan University of Science and Technology (NTUST),Masters,"Information Technology, Electronics, Management",International Students,Taiwan,3/28/2024
https://www.scholarshipsads.com/files/Featured%20Images/taiwan/taiwan_tech_tsmc_elite_scholarship_2024.png,Taiwan Tech TSMC Elite Scholarship 2024,https://www.scholarshipsads.com/taiwan-tech-tsmc-elite-scholarship-2024/,Partially funded,National Taiwan University of Science and Technology (NTUST),Masters,"electronic engineering, Materials Engineering, Chemical Engineering, Mechanical Engineering",International Students,Taiwan,3/28/2024
https://www.scholarshipsads.com/files/Featured%20Images/uae/khalifa_uni_scholarships_uae_2024.png,"Scholarship Opportunities at Khalifa University for International Students 2024-2025 in Dubai, UAE. (Fully Funded)",https://www.scholarshipsads.com/khalifa-university-scholarships-for-international-students-2024-25-in-dubai-uae-fully-funded/,Fully Funded,Khalifa University,"Masters, PhD",All Subjects,International Students,UAE,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/Germany/leadership_for_change_brot_fur_die_welt.png,Brot Fuer Die Welt Leadership for Change Scholarships Germany 2024 (Fully Funded),https://www.scholarshipsads.com/brot-fuer-die-welt-leadership-for-change-scholarships-germany-2024-fully-funded/,Fully Funded,Germany Universities,"Masters, PhD",All Subjects,"International Students, Domestic Students",Germany,
https://www.scholarshipsads.com/files/Featured%20Images/Germany/daad_epos_scholarship_2024.png,"DAAD-EPOS Scholarships for Developing Countries - MIDE 2024-2025, Germany.",https://www.scholarshipsads.com/daad-epos-scholarships-for-developing-countries-mide-2024-25-germany/,Partially funded,Hochschule für Technik und Wirtschaft Berlin - HTW Berlin,Masters,"international development studies, Economics",International Students,Germany,8/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/the_pittsburgh_foundation_scholarship_marie_b.png,The Pittsburgh Foundation Claire B Morrison Fund Scholarship 2024,https://www.scholarshipsads.com/the-pittsburgh-foundation-claire-b-morrison-fund-scholarship-2024-/,Partially funded,USA Universities,Postgraduate,Medical Sciences,"Domestic Students, International Students",USA,
https://www.scholarshipsads.com/files/Featured%20Images/France/unesco_gem_fellowship.png,UNESCO GEM Report Fellowship 2024 (Fully Funded),https://www.scholarshipsads.com/unesco-gem-report-fellowship-2024-fully-funded/,Fully Funded,,Post Doctorate,Education,International Students,Worldwide,3/22/2024
https://www.scholarshipsads.com/files/Featured%20Images/France/universite_paris_saclay_scholarships_2024.png,Paris-Saclay University Scholarships 2024 in France,https://www.scholarshipsads.com/paris-saclay-university-scholarships-2024-in-france/,Partially funded,University of Paris-Saclay,Masters,All Subjects,"Domestic Students, International Students",France,5/3/2024
https://www.scholarshipsads.com/files/Featured%20Images/Netherlands/erasmus_uni_funds_2024.png,Erasmus University Rotterdam ISS Scholarship Fund for Excellent Students 2024 in Netherlands.,https://www.scholarshipsads.com/erasmus-university-rotterdam-iss-scholarship-fund-for-excellent-students-2024-in-netherlands/,Tuition fee,Erasmus University Rotterdam,Masters,Social Sciences,International Students,Netherlands,6/15/2024
https://www.scholarshipsads.com/files/Featured%20Images/Ireland/maynooth_uni_scholarships_2024.png,Maynooth University Scholarships 2024 in Ireland,https://www.scholarshipsads.com/maynooth-university-scholarships-2024-in-ireland/,Partially funded,Maynooth University,Masters,All Subjects,International Students,Ireland,6/30/2024
https://www.scholarshipsads.com/files/2024/03/Victoria_University_Melbourne_Scholarships.jpg,VU Brisbane Global Excellence Scholarship 2024,https://www.scholarshipsads.com/vu-brisbane-global-excellence-scholarship-2024/,Partially funded,Victoria University,"Bachelor, Masters, PhD","Business, Information Technology, Cyber Security, Business Analytics, Marketing, Information Systems",International Students,Australia,
https://www.scholarshipsads.com/files/Featured%20Images/Germany/constructor_uni_scholarships_germany.png,Constructor University Bremen Germany Scholarships 2024/2025,https://www.scholarshipsads.com/constructor-university-bremen-germany-scholarships-20242025/,Partially funded,Constructor University,Masters,"Data Science, Supply Chain Management, Data Engineering",International Students,Germany,6/1/2024
https://www.scholarshipsads.com/files/Featured%20Images/Germany/neufert_foundation_scholarships.png,Neufert Foundation Germany Scholarships 2024 (Partially funded),https://www.scholarshipsads.com/neufert-foundation-germany-scholarships-2024-partial-funding/,Partially funded,Germany Universities,Masters,"Architecture, Urban development, Landscaping",International Students,Germany,5/15/2024
https://www.scholarshipsads.com/files/Featured%20Images/Australia/forrest_research_foundation_fellowships_2025.png,Forrest Research Foundation Australia Fellowships 2025. (Fully Funded),https://www.scholarshipsads.com/forrest-research-foundation-australia-fellowships-2025-fully-funded/,Fully Funded,Australian Universities,Post Doctorate,All Subjects,"International Students, Domestic Students",Australia,5/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/thailand/kasetsart_university_(ku)_bangkok_thailand%2C__agro-industry_scholarships_2024-_(fully_funded).png,"Kasetsart University (KU) Bangkok Thailand, Agro-Industry Scholarships 2024. (Fully Funded)",https://www.scholarshipsads.com/ku-thailand-kasetsarts-agro-industry-scholarships-2024-fully-funded/,Fully Funded,Kasetsart University,"Masters, PhD","Product Development, Agricultural Innovation Support, Food science innovation and packaging., Food Sciences, Biotechnology, Agro-Industrial Innovation and Management",International Students,Thailand,4/16/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/international_womens_media_foundation_(iwmf)_elizabeth_neuffer_usa_fellowship_2025-_(fully_funded).png,International Women's Media Foundation (IWMF) Elizabeth Neuffer USA Fellowship 2025. (Fully Funded),https://www.scholarshipsads.com/international-womens-media-foundation-iwmf-elizabeth-neuffer-usa-fellowship-2025-fully-funded/,Fully Funded,MIT Center for International Studies,Fellowship,Journalism,International Students,USA,4/21/2024
https://www.scholarshipsads.com/files/Featured%20Images/China/dali_uni_csc_2024.png,Dali University Chinese Government (CSC) Scholarship 2024/2025. (Fully Funded),https://www.scholarshipsads.com/dali-university-chinese-government-csc-scholarship-2024-fully-funded/,Fully Funded,Dali University,"Bachelor, Masters",All Subjects,International Students,China,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/China/confucius_institute_scholarship.jpg,"Confucius Institute Scholarship for International Students 2024-2025,China. (Fully Funded)",https://www.scholarshipsads.com/confucius-institute-scholarship-international-students-china/,Fully Funded,Confucius Institute Headquarters,Postgraduate,"Chinese Language, Cultures",International Students,China,
https://www.scholarshipsads.com/files/Featured%20Images/USA/seattle_university_merit_awards.jpg,Seattle University USA Merit Scholarships 2024-2025.,https://www.scholarshipsads.com/seattle-university-usa-merit-scholarships/,Fully Funded,Seattle University,Undergraduate,All Subjects,International Students,USA,
https://www.scholarshipsads.com/files/Featured%20Images/spain/icfo_student_research_fellowship_2024.png,The Institute of Photonic Sciences (ICFO) Spain Student Research Fellowships Spring 2024.,https://www.scholarshipsads.com/the-institute-of-photonic-sciences-icfo-spain-student-research-fellowships-spring-2024/,Partially funded,ICFO – The Institute of Photonic Sciences,Fellowship,,International Students,Spain,3/27/2024
https://www.scholarshipsads.com/files/Featured%20Images/Netherlands/erasmus_uni_rotterdamn_2024_mba.png,Erasmus University Rotterdam Netherlands MBA Scholarship 2024/2025,https://www.scholarshipsads.com/erasmus-university-rotterdam-netherlands-mba-scholarship-20242025/,Partially funded,Erasmus University Rotterdam,Masters,"Business Administration, Business Management",International Students,UK,11/2/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/kingston_university_london_uk_scholarships_2024-_(partial_funding).png,Kingston University London UK Scholarships 2024. (Partially funded),https://www.scholarshipsads.com/kingston-university-london-uk-scholarships-2024-partial-funding/,Partially funded,Kingston University London,"Undergraduate, Masters",,International Students,UK,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/Netherlands/orange_knowledge_2024.png,Orange Knowledge Programme Netherlands (NL) Scholarships 2024.,https://www.scholarshipsads.com/orange-knowledge-programme-netherlands-nl-scholarships-2024/,Fully Funded,Netherlands Universities,"Masters, Short Training","Sexual and Reproductive Health and Rights, Security and the Rule of Law, Food and Nutrition Sciences, Water Management",International Students,Netherlands,12/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/uni_of_new_haven_graduate_assistantships_and_scholarships.png,University of New Haven USA Graduate Assistantships and Scholarships for International Students 2024/2025.,https://www.scholarshipsads.com/university-of-new-haven-graduate-scholarships-2024-25/,"Partially funded, Tuition fee",University of New Haven,Graduate,All Subjects,"International Students, Domestic Students",USA,11/15/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/usefp_hubert_h_humphrey_fellowship_2024.png,USEFP Hubert H. Humphrey USA Fellowship Program 2024. (Fully Funded),https://www.scholarshipsads.com/usefp-hubert-h-humphrey-usa-fellowship-program-2024-fully-funded/,Fully Funded,USA Universities,Fellowship,Leadership,International Students,USA,4/24/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/marconi_scholarship_2024.png,Marconi International University Miami USA Scholarships 2024.,https://www.scholarshipsads.com/marconi-international-university-usa-scholarships-2024-/,Partially funded,Marconi International University,"Undergraduate, Masters, PhD",All Subjects,"International Students, Domestic Students",USA,
https://www.scholarshipsads.com/files/Featured%20Images/USA/mississippi_scholarships_2024.png,"University of Mississippi Oxford USA Scholarships 2024. (Partially funded Up to $25,068)",https://www.scholarshipsads.com/university-of-mississippi-oxford-usa-scholarships-2024/,Partially funded,University of Mississippi,Undergraduate,,International Students,USA,10/1/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/cancer_research_institute.png,Cancer Research Institute Postdoctoral USA Fellowships for International Students 2024.,https://www.scholarshipsads.com/cancer-research-institute-postdoctoral-fellowships/,Fully Funded,Institute of Cancer Research,"Postgraduate, PhD","Cancer Studies, Immunology, Cancer and Immunology",International Students,USA,
https://www.scholarshipsads.com/files/Featured%20Images/south_korea/snu_2025.png,Seoul National University South Korea Scholarships 2025-2026. (Fully Funded),https://www.scholarshipsads.com/seoul-national-university-south-korea-scholarships-2025-2026-fully-funded/,Fully Funded,Seoul National University,"Masters, PhD",All Subjects,"International Students, Domestic Students",South Korea,3/7/2025
https://www.scholarshipsads.com/files/Featured%20Images/USA/aub_scholarships_2024.png,"Auburn University at Montgomery USA Scholarships 2024/2025. (Partially funded up to $16,000)",https://www.scholarshipsads.com/auburn-university-at-montgomery-usa-scholarships-20242025-partial-funding-up-to-16000/,Partially funded,Auburn University at Montgomery,"Undergraduate, Masters","Science, Arts, Education, Business, Liberal Arts, Social Sciences",International Students,USA,
https://www.scholarshipsads.com/files/Featured%20Images/slovakia/nsp_2024.png,Slovak Government's National Scholarship Program (NSP) 2024,https://www.scholarshipsads.com/slovak-governments-national-scholarship-program-nsp-2024/,Partially funded,Slovekia Universities,"Masters, PhD",All Subjects,International Students,Slovakia,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/bryan_scholarship_2024.png,The Cameron Impact USA Scholarship 2025. (Covers Full Tuition),https://www.scholarshipsads.com/the-cameron-impact-usa-scholarship-2025-covers-full-tuition/,Full tuition fee,USA Universities,Undergraduate,All Subjects,Domestic Students,USA,9/5/2024
https://www.scholarshipsads.com/files/Featured%20Images/UK/university_of_salford_international_excellence_scholarship_2024.png,University of Salford International Excellence UK Scholarships 2024/2025,https://www.scholarshipsads.com/university-of-salford-international-excellence-uk-scholarships-20242025/,Partially funded,University of Salford,Undergraduate,All Subjects,International Students,UK,4/15/2024
https://www.scholarshipsads.com/files/Featured%20Images/turkey/bilkent_uni_scholarships_2024.png,"Turkey Bilkent University International Scholarships for BS, MS and PhD 2024.",https://www.scholarshipsads.com/turkey-bilkent-university-international-scholarships-for-bs-ms-and-phd-2024/,Partially funded,Bilkent University,"Bachelor, Masters, PhD",All Subjects,International Students,Turkey,7/12/2024
https://www.scholarshipsads.com/files/Featured%20Images/Germany/daad_rosa_luxemburg_foundation_2024.png,Germany DAAD-Rosa Luxemburg Foundation: International PhD Scholarships 2024.,https://www.scholarshipsads.com/germany-daad-rosa-luxemburg-foundation-international-phd-scholarships-2024/,Partially funded,Germany Universities,PhD,All Subjects,International Students,Germany,4/1/2024
https://www.scholarshipsads.com/files/Featured%20Images/Canada/mccall_macbian_scholarship_2025.png,Canada McCall MacBain Scholarship Summer/Fall 2025. (Fully Funded),https://www.scholarshipsads.com/canada-mccall-macbain-scholarship-summerfall-2025-fully-funded/,Fully Funded,Canada Universities,"Masters, Undergraduate",All Subjects,"Domestic Students, International Students",Canada,8/21/2024
https://www.scholarshipsads.com/files/Featured%20Images/USA/benjamin_a_gilman_scholarships.png,USA Benjamin A. Gilman International Scholarships 2024/2025/2026.,https://www.scholarshipsads.com/benjamin-a-gilman-international-scholarships-202420252026-usa-grants-up-to-5000/,Partially funded,USA Universities,Bachelor,STEM Field,Domestic Students,USA,10/31/2025
https://www.scholarshipsads.com/files/Featured%20Images/Belgium/ghent_uni_mastermind_scholarship_2024.png,Belgium Ghent University Mastermind Scholarship 2024,https://www.scholarshipsads.com/ghent-university-mastermind-scholarship-2024-25-belgium/,Fully Funded,Ghent University,Masters,,International Students,Belgium,3/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/Germany/hof_uni_scholarship_2024_germany.png,Germany Hof University Scholarships for International Students 2024.,https://www.scholarshipsads.com/hof-university-scholarships-for-international-students-2024-study-free-in-germany/,"Partially funded, Fully Funded",Hof University of Applied Sciences,"Bachelor, Masters",Applied Sciences,International Students,Germany,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/thailand/siit_graduate_scholarship_2024.png,Thailand SIIT Graduate Scholarship 2024. (Fully Funded),https://www.scholarshipsads.com/thailand-siit-graduate-scholarship-2024-fully-funded/,Fully Funded,Sirindhorn International Institute of Technology,Graduate,"Engineering, Technology, Artificial Intelligence, Internet of Things, Logistics and Supply Chain Engineering",International Students,Thailand,3/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/uae/uaeu_uae_phd_scholarships_20p24.png,United Arab Emirates University (UAEU) PhD Scholarships 2024. (Fully Funded),https://www.scholarshipsads.com/united-arab-emirates-university-uaeu-phd-scholarships-2024-fully-funded/,Fully Funded,United Arab Emirates University,PhD,All Subjects,International Students,UAE,3/31/2024
https://www.scholarshipsads.com/files/Featured%20Images/japan/mif_research_fellowship_2024.png,"Japan MIF Research Fellowship Program 2024/2025. (Partially funded Up to JPY 340,000)",https://www.scholarshipsads.com/japan-mif-research-fellowship-program-20242025-partial-funding-up-to-jpy-340000/,Fully Funded,Japan Universities,Post Doctorate,"Engineering, Medicine, Natural Sciences",International Students,Japan,6/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/Canada/university_of_manitoba_financial_aid.png,University of Manitoba International Students Awards and Financial Aid Canada 2024-2025.,https://www.scholarshipsads.com/u-of-manitoba-international-students-awards-and-financial-aid/,"Fully Funded, Partially funded",University of Manitoba,"Bachelor, Masters, PhD",All Subjects,International Students,Canada,
https://www.scholarshipsads.com/files/Featured%20Images/USA/shawn_carter_foundation_scholarships_2024.png,Shawn Carter Foundation USA National Scholarship Fund 2024.,https://www.scholarshipsads.com/shawn-carter-foundation-usa-national-scholarship-fund-2024/,Partial Fee Waiver,USA Universities,Undergraduate,All Subjects,Domestic Students,USA,4/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/lithuana_/lithuania_state_scholarships_2024.png,Lithuania State Scholarships 2024-2025.,https://www.scholarshipsads.com/lithuania-state-scholarships-2024-2025/,Partially funded,Lithuania Universities,Masters,All Subjects,International Students,Lithuania,4/15/2024
https://www.scholarshipsads.com/files/Featured%20Images/China/dalian_uni_presidents_scholarships_2024.png,"Dalian University of Technology (DUT) President's China Scholarships for BS, MS and PhD 2024.",https://www.scholarshipsads.com/dalian-university-of-technology-dut-presidents-china-scholarships-for-bs-ms-and-phd-2024/,Partially funded,Dalian University of Technology,"Bachelor, Masters, PhD",All Subjects,International Students,China,3/30/2024
https://www.scholarshipsads.com/files/Featured%20Images/luxembourg_/uni_of_luxembourg.png,University of Luxembourg Scholarships 2024 for Bachelor and Master's,https://www.scholarshipsads.com/university-of-luxembourg-scholarships-2024-for-bachelor-and-masters-/,Partially funded,University of Luxembourg,"Bachelor, Masters",All Subjects,International Students,Luxembourg,
https://www.scholarshipsads.com/files/Featured%20Images/Australia/uni_of_adelaide_rtp_scholarship_2024.png,University of Adelaide Australian Government Research Training Program (RTP) Scholarship 2024/2025. (Fully Funded),https://www.scholarshipsads.com/university-of-adelaide-australian-government-research-training-program-rtp-scholarship-20242025/,Fully Funded,University of Adelaide,"Masters, PhD",All Subjects,International Students,Australia,6/5/2024
https://www.scholarshipsads.com/files/Featured%20Images/uae/american_uni_of_dubai_2024.png,American University in Dubai UAE Scholarships 2024-2025.,https://www.scholarshipsads.com/american-university-in-dubai-uae-scholarships-2024-2025-/,"Full tuition fee, Partially funded",American University in Dubai,"Undergraduate, Graduate",All Subjects,International Students,UAE,
https://www.scholarshipsads.com/files/Featured%20Images/qatar/qatar_uni_fall_2024.png,Qatar University International Students Scholarship Fall 2024.,https://www.scholarshipsads.com/qatar-university-international-students-scholarship-fall-2024/,Partially funded,Qatar University,Undergraduate,All Subjects,International Students,Qatar,3/13/2024
